Job Title,Company,Salary,Experience,City,Benefits,Skills
Lập Trình Viên Java (Spring Boot),CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Lập Trình Python (Odoo) / Python Dev (Junior) -,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN HAPULICO,"Hà Nội
2 năm",Không yêu cầu,Khác,,"2 năm kinh..., IT - Phần mềm"
Business Analyst,CÔNG TY TNHH LG CNS VIỆT NAM,"Hà Nội
5 năm",Không yêu cầu,Khác,,Ng...
Nhân Viên Triển Khai Phần Mềm FAST (Yêu Cầu Nghiệp Vụ Kế Toán),CÔNG TY CP PHẦN MỀM QUẢN LÝ DOANH NGHIỆP FAST,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,IT...
"Senior Java Web Developer (Spring Boot, SQL)",TMA SOLUTIONS,"Hồ Chí Minh (mới)
4 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Process Quality Assurance (PQA),CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,"Hà Nội
1 năm",Không yêu cầu,Khác,,IT - Phần...
RTL Engineer,CÔNG TY TNHH HCL VIETNAM,"Hà Nội & Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,2 năm...
FULL-STACK Developer (Web NFT Game),CÔNG TY TNHH MARKETING METAS GROUP,"Hà Nội
1 năm",Không yêu cầu,Khác,,"1 năm k..., Game, Nghỉ thứ 7"
System Engineer/ Network Engineer,CHI NHÁNH CÔNG TY TNHH KDDI VIỆT NAM TẠI THÀNH PHỐ HỒ CHÍ MINH,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,
"Chuyên Viên Quan Hệ Khách Hàng - Account Manager (Khu Vực TP Hồ Chí Minh, Vũng Tàu, Đồng Nai)","Pro
CÔNG TY CP GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY)","Hồ Chí Minh (mới) & Đồng Nai (mới)
3 năm",Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
Senior Full Stack Developer,CÔNG TY TNHH IQI VIỆT NAM,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,"Bất động..., IT - Phần mềm"
Nhân Viên IT Support/ Helpdesk (12 - 15 Triệu),CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ OZOVN,"Hà Nội
2 năm",Không yêu cầu,Khác,,"2 năm ..., Tuổi 28 - 40"
Nhân Viên Kinh Doanh Mảng Phần Mềm,CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE,Thỏa thuận,Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
L1 Technical Support,"Pro
CÔNG TY CỔ PHẦN RIKKEISOFT",Thỏa thuận,Không yêu cầu,Khác,,Nghỉ ...
Shopify Theme Developer,CÔNG TY TNHH INSIGHTS.,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Thương mạ..., IT - Phần mềm"
Chuyên Viên Quản Lý Hạ Tầng Trung Tâm Dữ Liệu - IT Infrastructure Management - Khối Công Nghệ Thông Tin (HO26.61),"Pro
NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK",Thỏa thuận,Không yêu cầu,Khác,,
IT Manager - Ngành Dịch Vụ Y Tế Sức Khỏe,CÔNG TY CỔ PHẦN OPEN HEALTHCARE VIỆT NAM,"Hà Nội
5 năm",Không yêu cầu,Khác,,Công...
Chuyên Viên Tích Hợp Hệ Thống,"Pro
CÔNG TY CỔ PHẦN TẬP ĐOÀN HIPT",Thỏa thuận,Không yêu cầu,Khác,,
Thực Tập Sinh Phát Triển Thị Trường Nhật Bản - Business Development Intern - Hà Nội - Có Hỗ Trợ Lương 3 - 5 Triệu,CÔNG TY TNHH RABILOO,Thỏa thuận,Không yêu cầu,Khác,,"Telesales, Direct Sales"
"Quản Lý Kinh Doanh/ Sales Manager/ Sales Leader, 20-80M, Nghỉ T7 & CN",CÔNG TY TNHH CNV HOLDINGS,"Hồ Chí Minh (mới) & Hà Nội
2 năm",Không yêu cầu,Khác,,"Thươn..., B2B, IT - Phần mềm"
Nhân Viên Kỹ Thuật Hệ Thống,CÔNG TY CỔ PHẦN GIẢI PHÁP MẠNG BẠCH KIM,"Hà Nội
2 năm",Không yêu cầu,Khác,,
Chuyên Viên Phân Tích Nghiệp Vụ / Business Analyst ( Yêu Cầu Từ 3 Năm Kinh Nghiệm ),CÔNG TY CỔ PHẦN TẬP ĐOÀN TRÍ NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,IT...
Chuyên Viên SRE,CÔNG TY TNHH VETC DIGITAL,"Hà Nội
3 năm",Không yêu cầu,Khác,,"3 ..., Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên IT (OP/Speedcall - Hỗ Trợ Kỹ Thuật Phần Cứng) - Hải Phòng,CÔNG TY TNHH ATEC SYSTEM VIỆT NAM,"Hải Phòng (mới)
1 năm",Không yêu cầu,Khác,,
Game Designer Thu Nhập Upto 25 Triệu/Tháng,CÔNG TY TNHH VOLIO VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Game, Nghỉ thứ 7, Game Design"
Nhân Viên Kinh Doanh B2B (Phần Mềm / AI / Chatbot) – Thu Nhập 25M-40M - Đi Làm Ngay (Hà Nội),CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG MDC VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,"IT ..., Direct Sales, B2B"
UI/UX Designer,CÔNG TY TNHH TRUYỀN HÌNH FPT,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,"Nghỉ..., UI/UX Design"
Lập Trình Viên Flutter,CÔNG TY CỔ PHẦN ICORP,"Hà Nội
2 năm",Không yêu cầu,Khác,,"2 năm kinh ..., IT - Phần mềm"
"Trợ Lý Ứng Dụng AI (Domain ERP, EdTech)- Senior BA",TRUNG TÂM NGOẠI NGỮ BINGGO LEADERS,"Hà Nội
1 năm",Không yêu cầu,Khác,,An ninh...
Unity Developer,CÔNG TY TNHH HORUS PRODUCTIONS,"Hà Nội
1 năm",Không yêu cầu,Khác,,Đại Học ...
Nhân Viên Trực Vận Hành NOC IT,"Pro
VIETTEL IDC","Hà Nội
1 năm",Không yêu cầu,Khác,,An ninh mạng
Nhân Viên Thiết Kế ( Cộng Tác Viên),CÔNG TY CỔ PHẦN MHNG,"Hà Nội
1 năm",Không yêu cầu,Khác,,May mặc ...
Business Development (Global Market),CÔNG TY TNHH ICETEA SOFTWARE,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Nghỉ ..., B2B, IT - Phần mềm"
Marketing Designer,CÔNG TY TNHH THƯƠNG MẠI DU LỊCH SÀI GÒN THỜI ĐẠI,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Nghỉ thứ...
Automotive Software Tester / QA Engineer,CÔNG TY TNHH GIẢI PHÁP PHÂN TÍCH DỮ LIỆU INSIGHT DATA,"Hà Nội
5 năm",Không yêu cầu,Khác,,"QA Engineer, 5 năm ..., Nghỉ thứ 7, IT - Phần mềm"
Thiết Kế Đồ Họa,CÔNG TY TNHH THƯƠNG MẠI GOLDEN LOTUS CENTER,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Tuổi 27 ...
Thực Tập Sinh An Toàn Thông Tin,CÔNG TY CỔ PHẦN NAM TRƯỜNG SƠN HÀ NỘI,Thỏa thuận,Không yêu cầu,Khác,,IT - Phần m...
Devops Engineer (Funtap Games),CÔNG TY CỔ PHẦN FUNTAP,"Hà Nội
1 năm",Không yêu cầu,Khác,,Đại Học ...
Quản Lý Dự Án,"Pro
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM","Hà Nội
Trên 5 năm",Không yêu cầu,Khác,,
Thực Tập Sinh Design,CÔNG TY TNHH HỌC VIỆN GIA SƯ THE TUTORX,Thỏa thuận,Không yêu cầu,Khác,,Giáo dục...
Tester,"Pro
NGÂN HÀNG TMCP ĐÔNG NAM Á - SEABANK","Hà Nội
2 năm",Không yêu cầu,Khác,,IT ...
Graphic Designer - Ngành Bất Động Sản,CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ SRT MIỀN NAM,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,1 năm ki...
Chuyên Viên IT,CÔNG TY CỔ PHẦN TƯ VẤN ỨNG DỤNG NGHIÊN CỨU THỊ TRƯỜNG ĐÔNG DƯƠNG,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,
Nhân Viên Thiết Kế Đồ Hoạ - Graphic Designer,CÔNG TY CP TRUNG NGUYÊN FRANCHISING,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Thiết kế...
Nhân Viên Kinh Doanh/ Sales Tư Vấn Phần Mềm,CÔNG TY TNHH DỊCH VỤ VÀ GIẢI PHÁP PHẦN MỀM BADO,"Hồ Chí Minh (mới) & 7 nơi khác
1 năm",Không yêu cầu,Khác,,"Telesales, Direct Sales"
Project Manager,CÔNG TY TNHH TƯ VẤN THƯƠNG MẠI & DỊCH VỤ SUNTECH VINA,"Hà Nội
2 năm",Không yêu cầu,Khác,,Đại H...
Nhân Viên Công Nghệ Thông Tin- Quản Lý Phần Mềm,CÔNG TY TNHH PHÁT TRIỂN GIÁO DỤC & DU LỊCH SINH THÁI LUMORA,"Hải Phòng (mới)
1 năm",Không yêu cầu,Khác,,"Kỹ thuật IT, IT - Phần mềm"
DevOps Engineer,CÔNG TY CỔ PHẦN THANH TOÁN G,"Hà Nội
1 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
C/C++ Developer JP N3+,FPT SOFTWARE,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
.NET Developer,FPT SOFTWARE,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,IT - ...
Nhân Viên Graphic Design,CÔNG TY TNHH CÔNG NGHỆ EMPOS,"Hồ Chí Minh (mới) & 2 nơi khác
3 năm",Không yêu cầu,Khác,,Bán lẻ -...
Nhân Viên Vận Hành Nền Tảng Dịch Vụ (Tiếng Trung),"Pro
OPPO VIỆT NAM","Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"1 năm k..., IT - Phần mềm"
Chuyên Viên Lập Trình SAP ABAP,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ QUỐC TẾ THISO,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,"2 năm kinh..., IT - Phần mềm"
Nhân Viên Thiết Kế,CÔNG TY TNHH AMANAKI,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Marketin...
Thiết Kế Ảnh Graphic Designer,CÔNG TY TNHH MAY MADE WELL,"Hà Nội
1 năm",Không yêu cầu,Khác,,Nghỉ thứ...
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN TRUYỀN THÔNG DU LỊCH VIỆT,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,"Thiết kế đồ họa (Graphic Design)Du lịchM...+9, Du lịch",M...
Nhân Viên IT,CÔNG TY TNHH HẢI VƯƠNG,"Khánh Hòa (mới)
1 năm",Không yêu cầu,Khác,,
Head Of Project Management,CÔNG TY CỔ PHẦN GIẢI PHÁP BNK,"Hà Nội
5 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
Nhân Viên Thiết Kế Đồ Họa/ Graphic Design,CÔNG TY TNHH L'ACHARM FOODS,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Thiết kế...
Nhân Viên Quản Trị Hệ Thống,CÔNG TY CỔ PHẦN DỊCH VỤ AN TOÀN THÔNG TIN THÀNH PHỐ HỒ CHÍ MINH,"Hồ Chí Minh (mới)
4 năm",Không yêu cầu,Khác,,"IT - Ph..., IT - Phần mềm"
Nhân Viên Tư Vấn Giải Pháp Phần Mềm,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Khác,,"Online Sales, Telesales"
Nhân Viên HCNS - Phụ Trách Cơ Sở Vật Chất - IT,CÔNG TY CỔ PHẦN TƯ VẤN HIP VIỆT NAM,"Hưng Yên (mới)
3 năm",Không yêu cầu,Khác,,
Junior Network Engineer,IPTP NETWORKS,"Đà Nẵng (mới)
1 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Customer Success Officer,CÔNG TY CỔ PHẦN PHÁT TRIỂN DỊCH VỤ ĐÁM MÂY CLOUDAZ,"Hà Nội
1 năm",Không yêu cầu,Khác,,B2B
Golang Backend,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ GIẢI PHÁP CÔNG NGHỆ GIÁO DỤC PHX,"Hà Nội
2 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Project Manager,CÔNG TY CỔ PHẦN QUẢN LÝ CT,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,"An ninh m..., IT - Phần mềm"
Kỹ Sư Vận Hành Và Phát Triển Hệ Thống - Devops,CÔNG TY TNHH EMBERMAX,"Hà Nội
2 năm",Không yêu cầu,Khác,,Đại Học ...
Nhân Viên IT,CÔNG TY TNHH MỘT THÀNH VIÊN CHUYỂN PHÁT NHANH THUẬN PHONG- CHI NHÁNH NGHỆ AN,"Nghệ An & Thanh Hóa
Dưới 1 năm",Không yêu cầu,Khác,,"Kho vận, Kỹ thuật IT"
Kỹ Thuật Viên IT (CP20),CÔNG TY CỔ PHẦN THƯƠNG MẠI - DỊCH VỤ PHONG VŨ,"Đồng Nai (mới)
1 năm",Không yêu cầu,Khác,,"Bán hàng..., Direct Sales"
Chuyên Viên Thiết Kế ( Designer),CÔNG TY CỔ PHẦN QUẠT TRẦN MỸ,"Hà Nội
3 năm",Không yêu cầu,Khác,,3 năm ki...
Data Engineer,NGÂN HÀNG TM TNHH MTV KỶ NGUYÊN THỊNH VƯỢNG,"Hà Nội
3 năm",Không yêu cầu,Khác,,IT - ...
English Content Writer - WordPress,CENNEXT,"Hà Nội & 2 nơi khác
1 năm",Không yêu cầu,Khác,,Báo chí
Nhân Viên Thiết Kế (Ưu Tiên Ngành F&B),CÔNG TY TNHH FNB TUỆ CHÂU,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Nghỉ thứ...
Chuyên Viên An Toàn Thông Tin,"Pro
CÔNG TY TÀI CHÍNH TỔNG HỢP CỔ PHẦN ĐIỆN LỰC","Hà Nội
1 năm",Không yêu cầu,Khác,,
Graphic Design,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI EASY BUY,"Hà Nội
1 năm",Không yêu cầu,Khác,,Thực phẩ...
Dev Frontend,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ NVINA,"Hà Nội
2 năm",Không yêu cầu,Khác,,"2 năm kin..., IT - Phần mềm"
Chuyên Viên Kiểm Thử Phần Mềm (Tester),CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ NVINA,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT ...
Frontend ReactJS,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ NVINA,"Hà Nội
2 năm",Không yêu cầu,Khác,,"2 năm kin..., IT - Phần mềm"
Nhân Viên Thiết Kế 2D / Designer,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG HIỆU HACO GROUP,"Hà Nội
2 năm",Không yêu cầu,Khác,,Marketin...
IT Network Engineer,"Pro
CÔNG TY CỔ PHẦN VIỄN THÔNG FPT","Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Viễn thông
Nhân Viên IT Helpdesk,"Pro
CÔNG TY CỔ PHẦN VIỄN THÔNG FPT","Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,
Kỹ Sư Lập Trình Nhúng,"Pro
CÔNG TY TNHH MỘT THÀNH VIÊN TỔNG CÔNG TY SẢN XUẤT THIẾT BỊ VIETTEL",Thỏa thuận,Không yêu cầu,Khác,,Tiếng A...
Chuyên Viên Thiết Kế,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI BĐS NEWSTARLAND,"Hà Nội
2 năm",Không yêu cầu,Khác,,Bất động...
Angular Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Hà Nội
3 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Android Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,"Hà Nội
3 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Thực Tập Sinh Thiết Kế Level Game (Level Design),SUPER GAME,Thỏa thuận,Không yêu cầu,Khác,,"Nghỉ thứ 7, Game Design"
UI UX Designer (Mobile App),WAVEZ TECHNOLOGIES,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"IT - Phần mềm, UI/UX Design"
Data Engineer,CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Data Engineer, An ninh mạng"
AI Engineer - Kỹ Sư AI (Fresher Up),SONATGAME STUDIO,"Hà Nội
1 năm",Không yêu cầu,Khác,,"AI Engineer, IT ..."
"Fresher Python Developer (6tháng-1 Năm KN, Offer 9-13M/Tháng)",CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"IT - Phần ..., IT - Phần mềm"
Fresher ReactJs/Nextjs,CÔNG TY CỔ PHẦN OKHUB VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,"1 năm kin..., IT - Phần mềm"
"Fresher R&D Engineer – Data Warehouse(DWH) (C#, Java, Python)",CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"IT - Phầ..., IT - Phần mềm"
Lập Trình Viên .Net,"Pro
CÔNG TY CỔ PHẦN TẬP ĐOÀN HIPT","Hà Nội
2 năm",Không yêu cầu,Khác,,"Tuổi 24 - ..., IT - Phần mềm"
Software Tester (Thu Nhập 15 - 20 Triệu),CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ SOLID,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT ...
Java Developer (Middle),CÔNG TY TNHH CÔNG NGHỆ VIHAT,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Nghỉ ...
IT Support,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ TTC VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT - ...
Java Software Engineer,CÔNG TY TNHH COMPAX SOFTWARE DEVELOPMENT VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Data Engineer,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ APOLLO,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Data Engineer, Nghỉ thứ 7"
Middle Manual Tester (Good English),"Pro
CÔNG TY CỔ PHẦN RIKKEISOFT","Hà Nội & Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,IT ...
Data Analyst (Lĩnh Vực EdTech),CÔNG TY CỔ PHẦN CÔNG NGHỆ MARATHON EDUCATION,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,"Data Analyst, Nghỉ thứ 7"
Chuyên Viên Thiết Kế,CÔNG TY CỔ PHẦN TẬP ĐOÀN MINH MINH GROUP,"Đà Nẵng (mới)
1 năm",Không yêu cầu,Khác,,1 năm ki...
Java Developer / Backend Engineer,CÔNG TY TNHH KAMEREO,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Nhân Viên PhânTích Nghiệp Vụ CNTT (BA) - Đi Làm Ngay,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ GIẢI PHÁP TRỰC TUYẾN TOÀN CẦU,Thỏa thuận,Không yêu cầu,Khác,,Kh...
"QC Engineer (Manual, Automation)",CÔNG TY TNHH NEXDOR VIỆT NAM,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,IT ...
Business Analyst ( Market Research & Analysis),CÔNG TY TNHH CYCLOPS TECHNOLOGY,"Hà Nội
1 năm",Không yêu cầu,Khác,,N...
"Intern Developer Backend (PHP, Ruby, NodeJs)",CÔNG TY TNHH BORDER Z VIETNAM,Thỏa thuận,Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
"Backend Developer Junior (NodeJS, NestJS)",CÔNG TY CỔ PHẦN ESTUARY,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Chuyên Viên Phát Triển Phần Mềm,"Pro
CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM","Hà Nội & Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
"Junior Fullstack Developer (NODE.JS + REACT) (Không Yêu Cầu Tiếng Anh, Nghỉ T7,CN) - Lương Upto 25 Triệu",CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ZENIFY,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ..., IT - Phần mềm"
Data Analyst (Kỹ Sư Phân Tích Dữ Liệu),CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Đ..., Data Analyst, Nghỉ thứ 7"
Nhân Viên IT Vận Hành,CÔNG TY CỔ PHẦN TẬP ĐOÀN SINH THỂ NOESIS GENESIS,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Tuổi 21 -...
QC Engineer,CÔNG TY TNHH WANOSOFT,"Hà Nội
4 năm",Không yêu cầu,Khác,,"Manual Tester, Nghỉ thứ 7"
Data - Product Analyst (Mobile Game/App),CÔNG TY CỔ PHẦN IKAME GLOBAL,"Hà Nội
2 năm",Không yêu cầu,Khác,,"2 năm..., Data Analyst, Nghỉ thứ 7, IT - Phần mềm"
Backend Developer (Golang),CÔNG TY TNHH CÔNG NGHỆ THÔNG TIN VÀ VIỄN THÔNG DOLPHIN,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Frontend Middle Developer (Từ 2 Năm Kinh Nghiệm Trở Lên) - Thu Nhập Từ 20 Đến 28 Triệu (Net) Tại Hà Nội,OPEN REACH TECH HANOI,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
Middle Java Developer Tại Hà Nội - Từ 3 Năm Kinh Nghiệm - Thu Nhập 22M - 30M,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ DỊCH VỤ NODO,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Manual Tester Onsite Số 1 Giang Văn Minh (Lương 13- 20 Triệu),CÔNG TY CỔ PHẦN TECHASIANS,"Hà Nội
1 năm",Không yêu cầu,Khác,,"1 nă..., Manual Tester, Nghỉ thứ 7, IT - Phần mềm"
Junior C/C++ Developer (Qt Framework),CÔNG TY TNHH ISB VIỆT NAM,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,IT - Ph...
Chuyên Viên Lập Trình Angular,"CATHAY INSURANCE CO., LTD","Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,"Fullstack DeveloperIT - Phần mềmBảo hiểm+4, Bảo hiểm",IT - Phần mềm
Chuyên Viên Phân Tích Nghiệp Vụ Mảng Data,CÔNG TY TNHH FETEK VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ t..., Ngân hàng, Data Analyst, IT - Phần mềm"
"Mobile Developer (Flutter, Dart)",CÔNG TY CỔ PHẦN CHỨNG KHOÁN DNSE,"Hà Nội
5 năm",Không yêu cầu,Khác,,"5..., Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Thiết Kế Nhãn Hàng Thức Uống,CÔNG TY TNHH MỘT THÀNH VIÊN LADOFOODS,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,May mặc ...
Fullstack Developer - Upto 30M Net,OPENCOMMERCE GROUP,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Thương m..., IT - Phần mềm"
Senior AI Engineer (Gen AI),CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,"Hà Nội
5 năm",Không yêu cầu,Khác,,"AI Engineer, Nghỉ thứ 7, Đạ..."
Business Analyst,CÔNG TY TNHH WANOSOFT,"Hà Nội
2 năm",Không yêu cầu,Khác,,Ng...
Thiết Kế Đồ Họa Quảng Cáo Bảng Hiệu OOH Kinh Nghiệm Ngành Quảng Cáo,CÔNG TY CỔ PHẦN SẢN XUẤT SONG VIỆT,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Thiết kế...
Product Manager/Product Owner - Offer Upto 35M Net,OPENCOMMERCE GROUP,"Hà Nội
1 năm",Không yêu cầu,Khác,,IT - Phần m...
Automation Tester - Lương Up To 40M,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG AWING VIỆT NAM,"Hà Nội
Trên 5 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Back-End Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ AIT,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Senior Business Analyst (Learning),CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,"Hà Nội
3 năm",Không yêu cầu,Khác,,Gi...
UA Marketing Mảng Mobile App,CÔNG TY TNHH VOLIO VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Marketing ..., IT - Phần mềm"
Backend Middle Developer (Từ 2 Năm Kinh Nghiệm Trở Lên) - Thu Nhập Upto 28 Net Tại Hà Nội,OPEN REACH TECH HANOI,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Flutter Developer,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,"2 năm kinh ..., IT - Phần mềm"
Nhân Viên Đào Tạo & Triển Khai Công Nghệ Camera AI Face ID,CÔNG TY CỔ PHẦN PHẦN MỀM VNS,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Kỹ thuật IT, IT - Phần mềm"
Site Reliability Engineer (Application SRE),CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT - Phần mềm
IT Support/Hỗ Trợ Kỹ Thuật Phần Mềm – Từ 1 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN STRINGEE,"Hà Nội
1 năm",Không yêu cầu,Khác,,"1 năm ki..., Nghỉ thứ 7"
AI Engineer,CÔNG TY CỔ PHẦN CMC OPENAI,"Hà Nội
3 năm",Không yêu cầu,Khác,,"3 năm ..., AI Engineer, Nghỉ thứ 7, IT - Phần mềm"
Chuyên Viên BA EdTech - 2 Năm Kinh Nghiệm - Lương Thưởng Hấp Dẫn Đi Làm Sau Tết,CÔNG TY VTC ONLINE,"Hà Nội
1 năm",Không yêu cầu,Khác,,Gi...
